SampleID,Q_total_Tpy,substrate_avg_pH,substrate_avg_ALK,substrate_avg_VS,substrate_avg_COD,substrate_avg_sCOD,substrate_avg_TC,substrate_avg_Protein,substrate_avg_Lipid,substrate_avg_TVFAs,substrate_avg_HAc,substrate_avg_HPro,HRT_d,T_C,eff_pH,eff_VS,eff_TC,eff_Lipid,eff_COD,eff_sCOD,eff_CH4,eff_H2S,eff_protein,substrate_type,ARC__Phylum__Halobacterota,ARC__Phylum__Euryarchaeota,ARC__Phylum__unidentified,ARC__Phylum__Thermoplasmatota,ARC__Phylum__Crenarchaeota,ARC__Phylum__Nanoarchaeota,ARC__Phylum__Micrarchaeota,ARC__Phylum__Asgardarchaeota,ARC__Phylum__Mollusca,ARC__Phylum__Vertebrata,ARC__Genus__Methanosaeta,ARC__Genus__Methanoculleus,ARC__Genus__Methanospirillum,ARC__Genus__Methanolinea,ARC__Genus__Candidatus_Methanofastidiosum,ARC__Genus__unidentified,ARC__Genus__Methanosarcina,ARC__Genus__Methanomassiliicoccus,ARC__Genus__Candidatus_Methanoplasma,ARC__Genus__Methanosphaerula,ARC__Genus__Methanoregula,ARC__Genus__Methanomethylovorans,ARC__Genus__Methanimicrococcus,ARC__Genus__RumEn_M2,ARC__Genus__Woesearchaeales,ARC__Genus__Bathyarchaeia,BAC__Phylum__Firmicutes,BAC__Phylum__Bacteroidota,BAC__Phylum__Cloacimonadota,BAC__Phylum__Proteobacteria,BAC__Phylum__Desulfobacterota,BAC__Phylum__Chloroflexi,BAC__Phylum__Spirochaetota,BAC__Phylum__Thermotogota,BAC__Phylum__Synergistota,BAC__Phylum__Actinobacteriota,BAC__Genus__unidentified,BAC__Genus__Fastidiosipila,BAC__Genus__Candidatus_Cloacimonas,BAC__Genus__ST-12K33,BAC__Genus__Sedimentibacter,BAC__Genus__Bacteroidetes_vadinHA17,BAC__Genus__DTU014,BAC__Genus__SBR1031,BAC__Genus__Smithella,BAC__Genus__W5,BAC__Genus__Mesotoga,BAC__Genus__Proteiniphilum,BAC__Genus__W27,BAC__Genus__Syntrophomonas,BAC__Genus__Thermovirga,BAC__Genus__Lentimicrobium,Site,Season,target
3-18,69497.0,5.996427471689425,0.7388368202944011,20.17791803962761,33.37154841216167,1.0074607537015987,11.104462350892845,10.363001568413026,0.0,0.01668590011079615,0.008865562542268012,0.0,20.0,35.0,7.3,11.85,2.57,0.0,16.65,0.3,65.2,6.513,14.06749275,1S/HM/Aww,58.287,16.248,21.515,2.563,1.076,0.31,0.0,0.0,0.0,0.0,30.987,4.414,22.638,0.0,16.248,23.017,0.0,1.084,0.0,0.225,0.0,0.0,0.0,0.0,0.0,1.061,23.166,14.785,27.683,14.013,5.321999999999999,0.259,2.439,5.592,1.492,0.9309999999999999,30.082,0.885,25.743,0.0,2.08,1.634,1.695,0.052,4.144,0.0,0.0,0.152,0.627,0.278,0.242,0.326,ADA,Winter,0.0
4-18,69497.0,6.182710332820122,1.319373355684418,22.73241420492971,29.721808135602977,0.9029382563276115,11.878332014331553,10.568749730204182,2.907183763327913,0.31428709152913076,0.14959393930673268,0.08807646373224744,20.0,35.0,7.15,15.75,3.76,3.3,26.08,0.5,66.1,7.982,9.001875,1S/HM/Aww,79.909,15.77,0.145,1.839,1.262,0.513,0.436,0.0,0.0,0.0,49.551,9.024,17.721,1.085,15.77,0.9760000000000001,0.0,1.008,0.0,2.251,0.213,0.0,0.0,0.0,0.0,1.262,24.241,22.068,16.583,14.698,1.977,1.425,2.906,2.72,2.207,1.953,26.336,0.915,15.854,0.088,1.325,1.584,1.603,0.07,0.897,0.0,0.07,0.256,0.205,0.132,0.9440000000000001,0.164,ADA,Spring,0.0
1-19,21295.0,3.75,,153.67,102.40999999999998,34.5,0.0,20.191,8.28,0.01,0.01,0.0,33.0,38.0,7.95,8.98,1.51,0.85,31.83,3.5,63.5,0.0,16.919209375,FW,84.076,0.111,6.785,9.027,0.0,0.0,0.0,0.0,0.0,0.0,0.445,83.132,0.207,0.096,0.111,6.785,0.114,0.125,4.249,0.0,0.0,0.0,0.082,4.653,0.0,0.0,67.476,22.18,2.645,1.216,0.053,0.0,0.178,0.286,3.014,1.674,23.361,18.101,0.0,0.028,1.203,0.0,1.303,0.0,0.0,0.0,0.0,7.818000000000001,2.645,3.904,0.0,0.547,ADP,Summer,0.016054585591009432
2-19,21295.0,5.51,2.91,44.42,129.82,53.0,15.4,17.762,4.98,15.66,5.49,6.23,33.0,38.0,8.14,18.47,3.51,3.58,29.86,8.5,68.8,0.261,17.03475625,FW,64.673,0.45,2.548,32.329,0.0,0.0,0.0,0.0,0.0,0.0,1.184,63.489,0.0,0.0,0.45,2.548,0.0,0.21,23.246,0.0,0.0,0.0,0.0,8.873,0.0,0.0,65.637,31.389,0.756,0.198,0.0,0.015,0.457,0.191,0.909,0.081,30.905,30.919,0.0,0.0,1.13,0.0,0.778,0.0,0.0,0.0,0.0,3.136,0.756,2.833,0.0,0.103,ADP,Fall,0.11038251366120218
3-19,21295.0,5.32,2.9175,40.72,68.53,24.5,5.15,19.17,0.0,1.96,1.03,0.17,33.0,38.0,7.95,19.05,4.79,0.0,35.4,4.8,64.3,0.141,23.3765703125,FW,59.044,0.0,23.94,17.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.044,0.0,0.0,0.0,23.94,0.0,0.403,12.746,0.0,0.0,0.0,0.0,3.866,0.0,0.0,59.881,32.993,3.373,0.014,0.0,0.021,0.7860000000000001,1.042,1.236,0.295,30.076,32.926,0.0,0.0,2.069,0.0,3.069,0.0,0.0,0.0,0.0,8.35,3.373,0.791,0.0,0.103,ADP,Winter,0.01537462844647921
1-20,84678.0,5.64,3.8239999999999994,37.98,111.12000000000002,84.6,11.56,15.318000000000001,3.4300000000000006,0.0,0.0,0.0,38.0,38.0,8.19,13.87,2.55,2.15,34.39,6.3,63.02,0.0940999999999999,9.471234374999998,FW+Fww+Aww,93.319,0.477,4.379,1.814,0.009,0.0,0.0,0.0,0.0,0.0,38.922,53.215,0.923,0.114,0.477,4.456,0.1,1.296,0.441,0.0,0.0,0.0,0.045,0.0,0.0,0.009,61.876,23.899,11.08,0.117,0.094,0.047,0.138,0.0,0.7869999999999999,0.286,23.353,22.698,0.051,9.418,0.364,0.243,2.792,0.047,0.0,0.0,0.0,0.8330000000000001,11.029,7.064,0.321,0.183,YCG,Summer,0.0
2-20,84678.0,5.91,0.9627999999999999,29.75,105.47999999999999,57.599999999999994,13.25,10.894,3.77,17.01,3.8800000000000003,0.47,38.0,38.0,8.18,14.02,2.67,1.55,17.88,4.0,70.69,0.1005,7.1968499999999995,FW+Fww+Aww,88.509,0.317,4.945,6.229,0.0,0.0,0.0,0.0,0.0,0.0,15.542,55.969,6.185,0.0,0.317,6.329000000000001,9.429,3.446,2.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.515,18.957,8.946,0.288,0.0,0.062,0.169,0.0,0.734,0.168,18.524,17.067,0.0,0.517,0.174,0.0,6.809,0.0,0.0,0.044,0.0,7.294,8.902,2.797,0.216,0.237,YCG,Fall,0.14735226400613968
3-20,84678.0,5.775,2.3934,33.864999999999995,108.30000000000001,71.1,12.404999999999998,13.106,3.5999999999999996,0.0,0.0,0.0,38.0,38.0,8.11,11.63,1.37,0.0,16.87,1.8,66.9,0.056,19.3628419375,FW+Fww+Aww,80.733,0.0,13.222,6.045,0.0,0.0,0.0,0.0,0.0,0.0,1.739,64.32000000000001,0.0,0.0,0.0,13.222,14.674,6.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.30199999999999,9.931000000000001,21.441,0.0,0.281,0.0,0.554,0.0,0.483,0.0,12.854,34.39,0.113,0.916,2.211,0.0,5.444,0.0,0.0,0.0,0.0,2.224,21.328,0.917,0.0,0.042,YCG,Winter,0.0013705576799199596
1-21,17605.0,5.87,0.507,9.27,27.56,0.5,0.69,4.265,0.82,0.73,0.37,0.21,13.0,34.0,7.22,10.58,1.7,1.25,31.35,0.4,,,5.929152500000001,(HM)1SC,72.244,23.484,2.569,1.242,0.432,0.028,0.0,0.0,0.0,0.0,39.03299999999999,0.33,9.894,21.59,23.484,3.309,0.144,0.935,0.0,0.54,0.149,0.079,0.0,0.0,0.0,0.432,20.76,30.573,9.156,11.795,9.842,4.79,3.0,0.646,1.033,0.739,26.12,0.134,6.893,0.035,0.522,3.355,14.364,2.349,5.68,0.0,0.0,0.0,0.098,0.9949999999999999,0.149,1.434,YCD,Summer,0.22140221402214022
2-21,17605.0,6.38,0.2708,5.9,6.82,0.6,1.38,3.004,1.05,0.01,0.01,0.0,13.0,34.0,7.2,13.7,2.9,2.85,15.42,0.3,68.2,2.143,5.988575,(HM)1SC,71.901,24.782,0.758,2.081,0.479,0.0,0.0,0.0,0.0,0.0,37.547,0.0,6.876,24.859,24.782,2.322,0.0,1.199,0.0,1.745,0.0,0.182,0.0,0.0,0.0,0.479,21.351,22.232,4.752,27.709,8.662,3.123,1.121,0.921,1.059,2.341,34.24,0.142,3.941,0.0,0.626,3.499,14.427,1.193,4.008,0.059,0.0,0.0,0.22,0.398,0.508,0.433,YCD,Fall,0.01341741580571582
3-21,17605.0,5.83,0.0549,23.97,37.33,0.6,7.909999999999999,13.82,0.0,0.01,0.01,0.0,13.0,34.0,7.02,15.82,3.94,0.0,24.2,0.2,66.4,0.779,12.7661646875,(HM)1SC,73.81099999999999,17.478,7.911,0.524,0.276,0.0,0.0,0.0,0.0,0.0,45.414,0.0,6.614,19.189,17.478,8.748,0.0,0.0,0.0,1.674,0.607,0.0,0.0,0.0,0.0,0.276,20.028,30.479,2.743,26.688,5.179,1.574,2.293,0.254,1.204,1.652,26.497,0.292,1.617,0.0,2.201,4.162,7.293,0.434,2.643,0.0,0.0,0.0,0.657,0.508,0.31,2.254,YCD,Winter,0.0
4-21,17605.0,6.27,0.5041,21.17,38.59,0.6,7.57,22.66,2.0,0.0,0.0,0.0,13.0,34.0,6.99,17.38,5.02,1.1,28.28,0.2,65.7,0.908,15.893437500000001,(HM)1SC,80.361,15.542,0.224,0.95,0.829,1.84,0.0,0.255,0.0,0.0,26.762,0.236,14.074,37.17599999999999,15.542,0.9689999999999999,0.0,0.38,0.0,1.938,0.0,0.0,0.0,0.0,0.0,0.829,15.594,31.799,10.358,19.437,6.479,1.388,1.872,0.999,1.369,1.175,23.082,0.187,6.092,0.0,1.579,1.542,7.716,0.383,3.349,0.0,0.0,0.0,2.313,0.128,0.228,2.099,YCD,Spring,0.0
1-22,17134.0,5.82,4.77,27.9,75.75,36.3,8.55,11.687,4.63,0.74,0.22,0.1,35.0,31.0,8.0,12.3,2.83,1.78,23.16,6.9,67.1,0.034,7.526987499999999,FW+HM+Aww,92.55999999999999,0.26,2.236,4.188,0.516,0.01,0.228,0.0,0.0,0.0,14.691,0.711,71.24499999999999,0.079,0.26,3.24,4.904,0.0,1.468,0.0,0.0,0.082,0.0,1.255,0.0,0.511,46.526,22.929,19.223,0.109,0.878,0.05,4.273,0.0,1.681,0.252,17.015,20.083,16.054,12.583,2.224,1.339,0.166,0.0,0.0,0.56,0.0,0.526,2.421,1.775,0.169,0.488,UJG,Summer,0.0009689922480620155
2-22,17134.0,6.03,0.8525,32.08,85.01,11.2,8.17,12.644,0.38,8.91,3.63,2.15,35.0,31.0,7.82,12.0,3.99,0.62,26.97,3.2,39.5,0.295,9.078596875,FW+HM+Aww,75.68700000000001,8.396,13.237,2.68,0.0,0.0,0.0,0.0,0.0,0.0,41.593,0.0,33.773,0.0,8.396,13.292,0.266,0.0,1.196,0.0,0.0,0.0,0.0,0.443,0.0,0.0,56.905,26.191,6.180000000000001,0.173,0.463,0.102,4.707,0.0,1.448,0.215,25.471,23.533,5.921,9.584,1.231,2.385,0.154,0.077,0.0,0.036,0.0,0.5720000000000001,0.0,1.757,0.16,0.105,UJG,Fall,0.03501945525291829
4-22,17134.0,6.41,3.79,31.08,60.63,29.8,20.03,13.07,4.3,1.72,1.24,0.33,35.0,31.0,7.29,20.7,6.05,1.55,43.13,17.7,57.7,0.764,6.035000000000002,FW+HM+Aww,97.68900000000001,0.366,0.066,1.882,0.0,0.0,0.0,0.0,0.0,0.0,4.426,1.04,74.278,0.374,0.366,0.974,16.539,0.0,0.0,0.0,0.058,0.033,0.0,0.415,0.0,0.0,57.645,33.912,1.537,0.391,0.146,0.0,3.717,0.016,0.8939999999999999,0.245,42.818,9.011,0.911,0.065,2.334,0.236,0.0,0.0,0.0,0.0,0.0,5.497999999999999,0.268,0.354,0.0,0.492,UJG,Spring,0.024166263895601742
1-23,251394.0,5.7,0.49750000000000005,20.814999999999998,39.595,1.8,5.75,10.443999999999999,1.6199999999999999,0.895,0.585,0.155,27.0,35.0,7.37,16.9,2.99,1.15,17.7,1.7,61.06,2.849,9.032386249999998,1SC/2SC,75.33800000000001,18.417,2.189,3.086,0.422,0.547,0.0,0.0,0.0,0.0,22.313,7.304,39.183,3.492,18.417,4.384,0.309,1.219,0.0,0.916,0.083,1.41,0.0,0.0,0.0,0.422,20.812,21.499,5.868,9.847999999999999,1.522,22.58,2.971,5.234,4.331,0.597,28.216,0.095,3.228,3.415,3.236,2.752,1.491,21.034,0.405,2.328,1.289,1.178,0.312,2.365,0.538,0.906,CGS,Summer,0.004321988114532685
2-23,297967.0,5.572420133773203,0.07344386358220877,36.09114549597775,60.55881184829192,8.557143911909709,17.88870760856068,12.760135102209304,3.7574288092305523,0.8885042303342316,0.6607059170982021,0.1349915930287582,27.0,35.0,7.1,13.95,3.84,2.17,20.56,1.4,51.3,0.028,8.45795625,1SC/2SC/FW,77.208,20.638,0.215,1.94,0.0,0.0,0.0,0.0,0.0,0.0,36.863,7.298,25.789,3.975,20.638,1.924,1.495,1.137,0.0,0.0,0.0,0.882,0.0,0.0,0.0,0.0,10.139,18.866,12.626,3.285,0.375,43.377,3.584,3.478,1.955,0.237,21.496,0.044,1.763,0.139,2.046,0.09699999999999999,0.239,42.423,0.0,10.731,1.225,2.04,0.132,0.799,0.082,0.482,CGS,Fall,0.04759071980963712
3-23,297967.0,5.715193226095507,,,,,,,,,,,27.0,35.0,7.25,18.25,6.21,1.6,25.66,0.3,51.4,4.019,14.025941125,1SC/2SC/FW,73.017,21.312,1.147,3.316,0.0,0.601,0.608,0.0,0.0,0.0,34.878,8.783999999999999,20.789,7.192,21.312,2.552,0.0,2.247,0.0,0.0,0.0,1.038,0.0,0.0,0.0,0.0,14.856,17.094,10.765,10.169,0.845,31.552,2.362,3.799,4.098,0.489,26.489,0.0,8.411,0.425,2.265,1.985,1.084,30.722,0.13,1.371,0.521,0.268,0.726,0.98,0.145,0.034,CGS,Winter,0.0
4-23,297967.0,5.279747857984273,,38.307077193111986,54.57657311044511,7.267731997167471,28.010438236449,15.700269090201264,4.312017270368867,0.6131596787563723,0.36005044182745066,0.1434285675930556,27.0,35.0,7.31,18.25,7.67,1.65,25.1,0.3,47.4,2.998,11.387812499999999,1SC/2SC/FW,88.369,11.214,0.19,0.0,0.169,0.056,0.0,0.0,0.0,0.0,66.589,2.037,15.697,3.475,11.214,0.26,0.0,0.0,0.0,0.127,0.113,0.261,0.0,0.0,0.056,0.169,19.574,26.335,9.629,8.372,2.038,17.132,1.179,3.009,3.936999999999999,2.303,32.725,0.072,7.916,2.182,1.625,3.639,1.284,16.059,0.9710000000000001,0.739,0.443,0.0,0.543,1.04,0.211,0.47,CGS,Spring,0.0
1-24,39709.0,5.62,0.49089999999999995,23.67,36.19,1.7000000000000002,5.06,4.569,4.68,1.0,0.15,0.53,34.0,36.0,7.26,9.35,2.75,1.33,13.6,1.5,63.9,1.689,5.33491375,1S,83.765,10.947,4.582,0.538,0.11,0.06,0.0,0.0,0.0,0.0,27.52,0.618,14.661,39.741,10.947,4.731,0.239,0.538,0.0,0.468,0.369,0.0,0.0,0.0,0.06,0.11,25.015,19.85,7.779000000000001,7.629,21.18,2.784,6.337000000000001,0.272,2.324,1.025,30.085,0.202,6.979,1.846,1.247,5.756,3.174,2.292,13.989,0.106,0.046,0.116,0.23,2.851,1.226,0.9820000000000001,GHGa,Summer,0.02295081967213115
2-24,39709.0,5.16,0.0808,19.37,33.41,2.3,7.699999999999999,7.005,2.78,1.06,0.33,0.48,34.0,36.0,7.46,9.25,2.37,1.88,10.6,0.5,64.5,2.2,4.456625000000001,1S,78.237,15.819,3.978,1.966,0.0,0.0,0.0,0.0,0.0,0.0,34.989,0.244,16.157,26.324,15.819,4.92,0.0,1.024,0.0,0.523,0.0,0.0,0.0,0.0,0.0,0.0,25.375,20.128,5.952,8.129,18.719,1.624,8.062,0.357,1.64,1.275,30.061,0.089,4.872,0.707,2.149,4.98,1.488,0.695,10.575,0.633,0.085,0.0,0.447,2.456,0.377,1.15,GHGa,Fall,0.10268697586856065
3-24,39709.0,4.48,0.45699999999999996,22.57,42.35,3.2,13.219999999999999,9.98,6.52,1.86,0.82,0.63,34.0,36.0,6.08,48.4,10.59,2.8,39.4,0.6,64.3,1.8,11.650145812499998,1S,74.882,15.372,8.806000000000001,0.746,0.194,0.0,0.0,0.0,0.0,0.0,17.155,0.0,15.068,42.065,15.372,8.875,0.0,0.746,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.194,30.81,14.922,11.418,4.825,21.522,1.495,8.624,0.301,2.001,0.344,30.83,0.0,10.421,1.034,1.313,2.288,2.992,0.924,17.46,0.315,0.066,2.354,0.682,1.335,1.078,1.187,GHGa,Winter,0.7387862796833774
1-25,100200.0,6.23,1.8301000000000003,6.97,11.12,0.1,2.72,2.958,0.68,0.0,0.0,0.0,34.0,36.0,7.62,25.42,9.68,2.28,44.79,3.7,63.9,1.689,19.367437499999998,2S,75.83500000000001,17.981,2.978,3.196,0.012,0.0,0.0,0.0,0.0,0.0,7.241,0.855,2.032,63.032,17.981,4.355,0.158,3.117,0.0,0.109,0.0,0.152,0.0,0.0,0.0,0.0,15.82,24.654,16.02,18.132,3.171,2.01,0.847,0.059,6.915999999999999,5.988,28.462,0.528,15.362,10.441,0.901,2.581,3.526,0.48,1.6,0.51,0.0,0.041,0.068,0.261,6.403,0.041,GHGb,Summer,0.0
2-25,100200.0,6.37,0.2555,46.5,34.83,0.3,16.97,25.11,3.48,0.0,0.0,0.0,34.0,36.0,8.01,23.68,7.68,3.15,34.67,2.6,64.5,2.2,15.978334375000003,2SC,79.748,16.826,1.46,1.965,0.0,0.0,0.0,0.0,0.0,0.0,17.372,0.0,3.425,57.764,16.826,1.61,0.0,1.965,0.0,0.0,0.0,0.355,0.0,0.0,0.0,0.0,17.138,21.343,3.548,19.092,4.109999999999999,6.049,0.9490000000000001,0.292,10.111,4.695,29.188,0.846,2.193,5.764,0.591,5.644,2.232,1.805,0.915,0.497,0.0,0.094,0.152,0.297,9.226,0.009,GHGb,Fall,0.0
3-25,100200.0,6.38,2.7,9.02,17.04,0.7,5.42,14.59,1.83,0.03,0.01,0.01,34.0,36.0,7.22,18.47,11.28,2.67,36.45,2.8,64.3,1.8,23.604370625000005,2SC,70.43299999999999,24.855,0.856,3.855,0.0,0.0,0.0,0.0,0.0,0.0,10.28,3.288,2.755,51.933,24.855,0.914,0.0,3.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.859,23.079,20.984,17.866,2.522,1.521,1.712,0.341,7.391,4.112,25.606,0.734,17.873,10.16,0.33,2.182,2.48,0.262,1.064,0.06,0.0,0.034,0.0,0.229,6.724,0.105,GHGb,Winter,0.002629157355067701
4-25,100200.0,6.11,2.535,29.13,70.3,1.1,9.61,24.27,3.1,1.92,0.68,0.42,34.0,36.0,7.75,18.45,5.99,2.15,29.79,2.3,66.1,2.15,10.647187499999996,2SC,74.77,21.601,0.119,3.508,0.0,0.0,0.0,0.0,0.0,0.0,21.612,5.681,2.723,44.558,21.601,0.206,0.0,3.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.798,16.048,28.465,18.359,3.042,1.276,1.121,0.274,4.77,4.494,21.093,2.064,28.273,4.77,0.435,2.017,3.681,0.215,1.911,0.0,0.012,0.043,0.0,0.38,4.37,0.035,GHGb,Spring,0.0
1-26,124168.0,6.914065942916049,3.928943326783068,36.34836374911411,70.18653501707364,8.261156658720443,11.365112992075254,15.980492961149409,6.989372302042395,65.33911402293667,32.165468880871074,17.25173176663875,33.9,36.0,7.64,21.18,6.92,3.15,28.99,3.6,63.8,0.01015,11.121112499999999,(HM)1SC/2SC,92.62100000000001,0.408,5.212,1.03,0.729,0.0,0.0,0.0,0.0,0.0,3.088,16.689,45.174,1.201,0.408,5.212,25.976,1.03,0.0,0.493,0.0,0.0,0.0,0.0,0.0,0.0,51.07,33.368,0.012,3.484,0.07300000000000001,0.033,0.0,0.458,1.154,0.708,6.473,0.133,0.0,0.025,0.077,0.0,36.186,0.0,0.0,0.012,0.0,2.625,0.0,2.543,0.014,29.824,GHH,Summer,0.004685669660288949
2-26,124168.0,8.36,1.031,26.28,15.25,5.9,9.63,14.44,2.5699999999999994,0.14,0.14,0.0,33.9,36.0,7.56,16.77,4.91,2.35,21.22,1.4,67.2,1.327,8.220262499999999,(HM)MSC,94.199,1.257,0.524,2.881,1.14,0.0,0.0,0.0,0.0,0.0,6.272,12.636,42.124,0.995,1.257,0.603,26.987,2.881,0.0,4.452,0.733,0.0,0.0,0.0,0.0,0.0,21.373,6.91,47.48,6.548,0.069,0.373,0.089,0.267,2.366,0.648,6.774,0.06,0.0,0.0,0.179,0.0,7.018000000000001,0.027,0.0,47.48,0.0,2.529,0.0,0.886,0.0,2.6,GHH,Fall,0.06286836935166995
3-26,124168.0,8.84,4.5433,25.83,49.44,9.9,12.56,31.77,3.92,0.04,0.04,0.0,33.9,36.0,7.76,16.93,10.81,3.23,40.61,2.6,64.3,1.796,16.8023475,(HM)MSC,88.794,1.917,1.916,6.618,0.753,0.0,0.0,0.0,0.0,0.0,7.314,37.985,20.778,5.842,1.917,2.007,11.604,6.618,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,35.174,14.107,18.905,9.701,0.054,0.165,0.223,1.948,3.516,3.435,9.459,0.037,0.0,0.0,0.281,0.066,12.111,0.05400000000000001,0.0,18.905,0.0,2.315,0.0,2.423,0.0,8.936,GHH,Winter,0.005005840146837977
4-26,124168.0,6.581239530313768,3.928943326783068,29.47636428065202,66.63163890857548,1.7355373365118225,14.377356082082338,21.310060240963857,3.8142701823336127,0.9846777752722119,0.3215592584240706,0.31607716964113136,33.9,36.0,7.63,19.88,8.16,2.95,35.08,2.2,66.0,1.835,10.91875,(HM)1SC/2SC,95.343,0.818,0.351,3.021,0.466,0.0,0.0,0.0,0.0,0.0,8.482,34.417,32.398,2.004,0.818,0.435,14.134,3.021,0.0,3.564,0.344,0.0,0.0,0.0,0.0,0.0,33.034,11.895,29.94,6.403,0.107,0.148,0.029,0.88,3.247,1.758,6.867,0.058,0.0,0.0,0.374,0.0,15.256,0.016,0.0,29.907,0.0,5.931999999999999,0.0,1.946,0.025,3.23,GHH,Spring,0.0
1-27,25578.0,3.53,,81.43,184.61,119.8,38.22,25.816,6.929999999999999,0.07,0.07,0.0,25.0,38.0,7.73,17.85,2.71,1.4,38.08,13.0,59.84,0.1174,15.7637390625,Fww,88.14,1.431,7.412999999999999,3.016,0.0,0.0,0.0,0.0,0.0,0.0,1.892,82.311,2.045,1.892,1.431,7.412999999999999,0.0,0.0,3.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.406,30.248,6.138,0.136,0.02,0.152,0.734,0.066,1.68,0.014,26.285,32.153,5.404,5.687,1.39,0.825,0.489,0.059,0.0,0.336,0.0,0.73,0.398,2.003,0.0,0.029,GHJ,Summer,0.008471704506946799
2-27,25578.0,3.73,,79.72,176.28,94.4,5.76,27.632000000000005,10.18,3.9399999999999995,3.5,0.39,25.0,38.0,8.1,16.02,22.76,2.18,25.83,6.8,59.34,0.0998,14.063587500000002,Fww,80.833,3.085,9.704,6.38,0.0,0.0,0.0,0.0,0.0,0.0,2.007,78.616,0.0,0.0,3.085,9.914,0.0,2.636,3.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.243,28.136,1.598,0.153,0.0,0.065,0.123,0.034,1.221,0.0,24.187,36.121,0.0,0.194,1.244,0.078,0.974,0.041,0.0,0.92,0.0,2.737,0.678,1.624,0.0,0.0,GHJ,Fall,0.051863857374392225
3-27,25578.0,3.4100000000000006,,76.13,141.24,91.9,25.24,18.49,8.555,3.02,3.02,0.0,25.0,38.0,7.92,16.47,2.71,1.79,31.39,7.4,61.22,0.0726,17.332223000000003,Fww,83.778,0.0,2.883,13.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.778,0.0,0.0,0.0,2.883,0.0,8.369,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.535,25.563,7.884,0.0,0.023,0.02,1.042,0.261,1.156,0.0,27.113,38.431,0.0,0.278,0.988,0.19,1.278,0.0,0.0,0.069,0.0,1.409,7.806,3.785,0.0,0.023,GHJ,Winter,0.0
4-27,25578.0,3.4100000000000006,,78.55,197.72,128.6,35.15,24.69,10.45,3.87,3.87,0.0,25.0,38.0,7.76,17.08,6.72,2.55,28.69,6.8,59.46,0.1124,16.572500000000005,Fww,89.748,0.342,0.0,9.911000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.648,86.9,0.69,0.355,0.342,0.054,0.0,6.594,3.317,0.0,0.0,0.0,0.101,0.0,0.0,0.0,63.504,27.01,6.601,0.0,0.0,0.016,0.544,0.217,1.072,0.0,17.896,47.056,0.0,0.29,0.47,0.554,0.972,0.0,0.0,0.09,0.0,0.338,6.511,1.22,0.0,0.0,GHJ,Spring,0.0
1-28,23843.0,6.08,3.491,46.23,171.65,120.1,8.32,2.7730000000000006,4.9,1.43,0.47,0.14,35.0,35.0,8.14,11.6,3.12,1.15,20.64,4.9,68.2,0.0,12.408421875000004,FW+Aww,86.969,3.34,3.951,5.379,0.199,0.044,0.118,0.0,0.0,0.0,36.97,27.715,20.409,0.316,3.34,5.231,0.559,0.162,3.046,0.0,0.0,0.743,0.0,0.14,0.0,0.199,53.693,32.778,6.372,0.51,0.206,0.036,1.844,0.0,1.57,0.252,22.677,22.338,1.224,18.427,1.866,0.588,0.606,0.0,0.0,0.211,0.0,0.221,4.887,4.957,0.656,0.083,MYS,Summer,0.0019928258270227183
2-28,23843.0,6.25,1.23,24.47,60.55,27.4,6.21,9.772,2.9,11.0,3.61,2.37,35.0,35.0,8.09,6.68,1.15,0.88,7.88,2.5,66.8,0.001,3.7635,FW+Aww,82.532,12.576,0.027,4.297000000000001,0.081,0.0,0.486,0.0,0.0,0.0,55.61199999999999,6.383,18.354,1.194,12.576,1.071,0.0,0.0,2.453,0.0,0.0,0.832,0.0,0.0,0.0,0.081,1.737,0.421,0.232,93.509,0.215,0.629,0.0,0.0,0.254,2.301,50.005,0.027,0.232,0.019,0.325,0.0,0.0,0.053,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MYS,Fall,0.04539522215286841
3-28,23843.0,5.15,3.2619999999999996,61.45,110.5,43.5,51.25,25.28,11.3,4.47,2.57,0.72,35.0,35.0,8.07,9.52,2.77,2.07,18.63,3.4,63.9,3.297,8.887122125,FW+Aww,81.68,12.861,0.097,4.709,0.075,0.06,0.517,0.0,0.0,0.0,56.371,7.642,16.363,0.0,12.861,0.989,0.172,0.0,2.902,0.0,0.0,0.922,0.0,0.0,0.0,0.075,61.532,24.548,8.128,0.313,0.222,0.026,1.771,0.015,1.192,0.06,24.781,38.11799999999999,0.831,7.222,2.307,0.614,0.674,0.0,0.0,0.0,0.015,0.32,7.289000000000001,1.406,0.6010000000000001,0.015,MYS,Winter,0.0034322979234597565
