block,taxon,feature,samples_above_1_percent,training_samples_above_1_percent,all_samples_percent_above_1,training_percent_above_1,domain,included_in_final_matrix
BAC_F,Xanthobacteraceae,BAC_F::Xanthobacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Xanthomonadaceae,BAC_F::Xanthomonadaceae,14,12,10.144927536231885,11.009174311926605,Bacteria,True
BAC_F,Yersiniaceae,BAC_F::Yersiniaceae,2,2,1.4492753623188406,1.834862385321101,Bacteria,False
BAC_F,Z4MB62,BAC_F::Z4MB62,0,0,0.0,0.0,Bacteria,False
BAC_F,Zixibacteria,BAC_F::Zixibacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,bacteriap25,BAC_F::bacteriap25,0,0,0.0,0.0,Bacteria,False
BAC_F,c5LKS83,BAC_F::c5LKS83,0,0,0.0,0.0,Bacteria,False
BAC_F,cvE6,BAC_F::cvE6,0,0,0.0,0.0,Bacteria,False
BAC_F,env.OPS_17,BAC_F::env.OPS_17,0,0,0.0,0.0,Bacteria,False
BAC_F,koll11,BAC_F::koll11,0,0,0.0,0.0,Bacteria,False
BAC_F,mle1-8,BAC_F::mle1-8,0,0,0.0,0.0,Bacteria,False
BAC_F,p-251-o5,BAC_F::p-251-o5,3,3,2.1739130434782608,2.7522935779816513,Bacteria,False
BAC_F,unidentified,BAC_F::unidentified,127,100,92.02898550724638,91.74311926605505,Bacteria,True
BAC_F,vadinBE97,BAC_F::vadinBE97,0,0,0.0,0.0,Bacteria,False
BAC_F,vadinHA49,BAC_F::vadinHA49,0,0,0.0,0.0,Bacteria,False
ARC_F,Aenigmarchaeales,ARC_F::Aenigmarchaeales,0,0,0.0,0.0,Archaea,False
ARC_F,Bathyarchaeia,ARC_F::Bathyarchaeia,8,7,5.797101449275362,6.422018348623853,Archaea,True
ARC_F,Hadarchaeales,ARC_F::Hadarchaeales,0,0,0.0,0.0,Archaea,False
ARC_F,Iainarchaeales,ARC_F::Iainarchaeales,0,0,0.0,0.0,Archaea,False
ARC_F,LKM11,ARC_F::LKM11,0,0,0.0,0.0,Archaea,False
ARC_F,Lokiarchaeia,ARC_F::Lokiarchaeia,0,0,0.0,0.0,Archaea,False
ARC_F,Marine_Benthic_Group_D_and_DHVEG-1,ARC_F::Marine_Benthic_Group_D_and_DHVEG-1,0,0,0.0,0.0,Archaea,False
ARC_F,Methanocorpusculaceae,ARC_F::Methanocorpusculaceae,4,3,2.898550724637681,2.7522935779816513,Archaea,False
ARC_F,Methanofastidiosaceae,ARC_F::Methanofastidiosaceae,104,78,75.3623188405797,71.55963302752293,Archaea,True
ARC_F,Methanomassiliicoccaceae,ARC_F::Methanomassiliicoccaceae,90,73,65.21739130434783,66.97247706422019,Archaea,True
ARC_F,Methanomethyliaceae,ARC_F::Methanomethyliaceae,9,4,6.521739130434782,3.669724770642202,Archaea,False
ARC_F,Methanomethylophilaceae,ARC_F::Methanomethylophilaceae,37,30,26.81159420289855,27.522935779816514,Archaea,True
ARC_F,Methanomicrobiaceae,ARC_F::Methanomicrobiaceae,93,85,67.3913043478261,77.98165137614679,Archaea,True
ARC_F,Methanomicrobiales,ARC_F::Methanomicrobiales,16,13,11.594202898550725,11.926605504587156,Archaea,True
ARC_F,Methanoregulaceae,ARC_F::Methanoregulaceae,92,70,66.66666666666667,64.22018348623853,Archaea,True
ARC_F,Methanosaetaceae,ARC_F::Methanosaetaceae,126,97,91.30434782608695,88.9908256880734,Archaea,True
ARC_F,Methanosarcinaceae,ARC_F::Methanosarcinaceae,47,40,34.05797101449275,36.69724770642202,Archaea,True
ARC_F,Methanospirillaceae,ARC_F::Methanospirillaceae,117,88,84.78260869565217,80.73394495412845,Archaea,True
ARC_F,Micrarchaeales,ARC_F::Micrarchaeales,4,4,2.898550724637681,3.669724770642202,Archaea,False
ARC_F,Nitrososphaeraceae,ARC_F::Nitrososphaeraceae,6,3,4.3478260869565215,2.7522935779816513,Archaea,False
ARC_F,Odinarchaeia,ARC_F::Odinarchaeia,0,0,0.0,0.0,Archaea,False
ARC_F,Rhinosporideacae,ARC_F::Rhinosporideacae,0,0,0.0,0.0,Archaea,False
ARC_F,SCGC_AAA011-D5,ARC_F::SCGC_AAA011-D5,15,11,10.869565217391305,10.091743119266056,Archaea,True
ARC_F,Teleostei,ARC_F::Teleostei,0,0,0.0,0.0,Archaea,False
ARC_F,Veneroida,ARC_F::Veneroida,0,0,0.0,0.0,Archaea,False
ARC_F,Woesearchaeales,ARC_F::Woesearchaeales,5,1,3.6231884057971016,0.9174311926605505,Archaea,False
ARC_F,unidentified,ARC_F::unidentified,81,67,58.69565217391305,61.46788990825688,Archaea,True
